pi_stress --duration=5 
04-06-2018 22:25:22

# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | /  _----=> need-resched_lazy
#                            || / _---=> hardirq/softirq
#                            ||| / _--=> preempt-depth
#                            |||| /     delay
#           TASK-PID   CPU#  |||||    TIMESTAMP  FUNCTION
#              | |       |   |||||       |         |
       ftrace.sh-2225  [000] ....... 182373.340868: dput.part.7 <-dput
       ftrace.sh-2225  [000] ....... 182373.340870: __rcu_read_lock <-dput.part.7
       ftrace.sh-2225  [000] ....... 182373.340871: rt_spin_lock <-lockref_put_or_lock
       ftrace.sh-2225  [000] ....... 182373.340872: rt_spin_unlock <-lockref_put_or_lock
       ftrace.sh-2225  [000] ....... 182373.340873: __rcu_read_unlock <-dput.part.7
       ftrace.sh-2225  [000] ....... 182373.340875: mntput <-__fput
       ftrace.sh-2225  [000] ....... 182373.340876: mntput_no_expire <-mntput
       ftrace.sh-2225  [000] ....... 182373.340877: __rcu_read_lock <-mntput_no_expire
       ftrace.sh-2225  [000] ....... 182373.340878: preempt_count_add <-mntput_no_expire
       ftrace.sh-2225  [000] ....1.. 182373.340879: preempt_count_sub <-mntput_no_expire
       ftrace.sh-2225  [000] ....... 182373.340881: __rcu_read_unlock <-mntput_no_expire
       ftrace.sh-2225  [000] d...... 182373.340882: preempt_count_add <-task_work_run
       ftrace.sh-2225  [000] ....1.. 182373.340883: preempt_count_sub <-task_work_run
       ftrace.sh-2225  [000] ....... 182373.340884: mem_cgroup_handle_over_high <-do_work_pending
       ftrace.sh-2225  [000] ....... 182373.340887: SyS_fcntl64 <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.340888: __fdget_raw <-SyS_fcntl64
       ftrace.sh-2225  [000] ....... 182373.340889: __fget_light <-__fdget_raw
       ftrace.sh-2225  [000] ....... 182373.340891: security_file_fcntl <-SyS_fcntl64
       ftrace.sh-2225  [000] ....... 182373.340892: do_fcntl <-SyS_fcntl64
       ftrace.sh-2225  [000] ....... 182373.340893: get_close_on_exec <-do_fcntl
       ftrace.sh-2225  [000] ....... 182373.340894: __rcu_read_lock <-get_close_on_exec
       ftrace.sh-2225  [000] ....... 182373.340896: __rcu_read_unlock <-get_close_on_exec
       ftrace.sh-2225  [000] ....... 182373.340899: SyS_close <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.340900: __close_fd <-SyS_close
       ftrace.sh-2225  [000] ....... 182373.340901: rt_spin_lock <-__close_fd
       ftrace.sh-2225  [000] ....... 182373.340902: __put_unused_fd <-__close_fd
       ftrace.sh-2225  [000] ....... 182373.340904: rt_spin_unlock <-__close_fd
       ftrace.sh-2225  [000] ....... 182373.340905: filp_close <-__close_fd
       ftrace.sh-2225  [000] ....... 182373.340906: dnotify_flush <-filp_close
       ftrace.sh-2225  [000] ....... 182373.340907: locks_remove_posix <-filp_close
       ftrace.sh-2225  [000] ....... 182373.340909: fput <-filp_close
       ftrace.sh-2225  [000] ....... 182373.340925: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.340938: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.340953: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.341082: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.341085: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2225  [000] ....... 182373.341087: __set_current_blocked <-sigprocmask
       ftrace.sh-2225  [000] ....... 182373.341089: rt_spin_lock <-__set_current_blocked
       ftrace.sh-2225  [000] ....... 182373.341091: __set_task_blocked <-__set_current_blocked
       ftrace.sh-2225  [000] ....... 182373.341092: recalc_sigpending <-__set_task_blocked
       ftrace.sh-2225  [000] ....... 182373.341094: recalc_sigpending_tsk <-recalc_sigpending
       ftrace.sh-2225  [000] ....... 182373.341096: rt_spin_unlock <-__set_current_blocked
       ftrace.sh-2225  [000] ....... 182373.341100: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.341101: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2225  [000] ....... 182373.341103: __set_current_blocked <-sigprocmask
       ftrace.sh-2225  [000] ....... 182373.341104: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.341106: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2225  [000] ....... 182373.341107: __set_current_blocked <-sigprocmask
       ftrace.sh-2225  [000] ....... 182373.341111: SyS_llseek <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.341113: __fdget_pos <-SyS_llseek
       ftrace.sh-2225  [000] ....... 182373.341114: __fget_light <-__fdget_pos
       ftrace.sh-2225  [000] ....... 182373.341117: ext4_llseek <-SyS_llseek
       ftrace.sh-2225  [000] ....... 182373.341120: preempt_count_add <-ext4_llseek
       ftrace.sh-2225  [000] ....1.. 182373.341121: preempt_count_sub <-ext4_llseek
       ftrace.sh-2225  [000] ....... 182373.341123: generic_file_llseek_size <-ext4_llseek
       ftrace.sh-2225  [000] ....... 182373.341124: rt_spin_lock <-generic_file_llseek_size
       ftrace.sh-2225  [000] ....... 182373.341126: rt_spin_unlock <-generic_file_llseek_size
       ftrace.sh-2225  [000] ....... 182373.341132: SyS_clone <-ret_fast_syscall
       ftrace.sh-2225  [000] ....... 182373.341134: _do_fork <-SyS_clone
       ftrace.sh-2225  [000] ....... 182373.341136: copy_process.part.5 <-_do_fork
       ftrace.sh-2225  [000] ....... 182373.341139: tsk_fork_get_node <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341140: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341142: __slab_alloc.constprop.11 <-kmem_cache_alloc
       ftrace.sh-2225  [000] d...... 182373.341144: ___slab_alloc.constprop.12 <-__slab_alloc.constprop.11
       ftrace.sh-2225  [000] d...... 182373.341147: preempt_count_add <-___slab_alloc.constprop.12
       ftrace.sh-2225  [000] d...1.. 182373.341148: preempt_count_sub <-___slab_alloc.constprop.12
       ftrace.sh-2225  [000] d...... 182373.341150: get_partial_node.constprop.14 <-___slab_alloc.constprop.12
       ftrace.sh-2225  [000] d...... 182373.341152: preempt_count_add <-get_partial_node.constprop.14
       ftrace.sh-2225  [000] d...1.. 182373.341154: preempt_count_add <-get_partial_node.constprop.14
       ftrace.sh-2225  [000] d...2.. 182373.341156: preempt_count_sub <-get_partial_node.constprop.14
       ftrace.sh-2225  [000] d...1.. 182373.341158: preempt_count_sub <-get_partial_node.constprop.14
       ftrace.sh-2225  [000] d...... 182373.341160: preempt_count_add <-___slab_alloc.constprop.12
       ftrace.sh-2225  [000] d...1.. 182373.341162: preempt_count_sub <-___slab_alloc.constprop.12
       ftrace.sh-2225  [000] ....... 182373.341164: free_delayed <-__slab_alloc.constprop.11
       ftrace.sh-2225  [000] ....... 182373.341166: __alloc_pages_nodemask <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341168: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2225  [000] ....... 182373.341171: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341174: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341176: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341178: __rmqueue <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341183: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341185: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2225  [000] ....1.. 182373.341186: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341188: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341190: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341192: page_address <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341194: arch_dup_task_struct <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341202: get_random_u32 <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341203: _warn_unseeded_randomness <-get_random_u32
       ftrace.sh-2225  [000] ....... 182373.341206: rt_spin_lock <-get_random_u32
       ftrace.sh-2225  [000] ....... 182373.341207: rt_spin_unlock <-get_random_u32
       ftrace.sh-2225  [000] ....... 182373.341209: account_kernel_stack <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341213: copy_creds <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341215: prepare_creds <-copy_creds
       ftrace.sh-2225  [000] ....... 182373.341216: kmem_cache_alloc <-prepare_creds
       ftrace.sh-2225  [000] ....... 182373.341220: security_prepare_creds <-prepare_creds
       ftrace.sh-2225  [000] ....... 182373.341222: apparmor_cred_prepare <-security_prepare_creds
       ftrace.sh-2225  [000] ....... 182373.341228: aa_alloc_task_context <-apparmor_cred_prepare
       ftrace.sh-2225  [000] ....... 182373.341229: kmem_cache_alloc_trace <-aa_alloc_task_context
       ftrace.sh-2225  [000] ....... 182373.341232: aa_dup_task_context <-apparmor_cred_prepare
       ftrace.sh-2225  [000] ....... 182373.341235: key_put <-copy_creds
       ftrace.sh-2225  [000] ....... 182373.341238: __delayacct_tsk_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341239: kmem_cache_alloc <-__delayacct_tsk_init
       ftrace.sh-2225  [000] ....... 182373.341242: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341244: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341246: acct_clear_integrals <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341247: ktime_get <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341249: clocksource_read_cycles <-ktime_get
       ftrace.sh-2225  [000] ....... 182373.341251: ktime_get_with_offset <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341253: clocksource_read_cycles <-ktime_get_with_offset
       ftrace.sh-2225  [000] ....... 182373.341255: cgroup_fork <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341256: sched_fork <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341258: preempt_count_add <-sched_fork
       ftrace.sh-2225  [000] ....1.. 182373.341259: __sched_fork.constprop.26 <-sched_fork
       ftrace.sh-2225  [000] ....1.. 182373.341261: init_dl_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2225  [000] ....1.. 182373.341263: hrtimer_init <-init_dl_task_timer
       ftrace.sh-2225  [000] ....1.. 182373.341265: __hrtimer_init <-hrtimer_init
       ftrace.sh-2225  [000] ....1.. 182373.341267: init_dl_inactive_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2225  [000] ....1.. 182373.341268: hrtimer_init <-init_dl_inactive_task_timer
       ftrace.sh-2225  [000] ....1.. 182373.341269: __hrtimer_init <-hrtimer_init
       ftrace.sh-2225  [000] ....1.. 182373.341271: __dl_clear_params <-__sched_fork.constprop.26
       ftrace.sh-2225  [000] ....1.. 182373.341273: init_entity_runnable_average <-sched_fork
       ftrace.sh-2225  [000] d...1.. 182373.341275: preempt_count_add <-sched_fork
       ftrace.sh-2225  [000] d...2.. 182373.341277: task_fork_fair <-sched_fork
       ftrace.sh-2225  [000] d...2.. 182373.341278: preempt_count_add <-task_fork_fair
       ftrace.sh-2225  [000] d...3.. 182373.341280: update_rq_clock <-task_fork_fair
       ftrace.sh-2225  [000] d...3.. 182373.341282: update_curr <-task_fork_fair
       ftrace.sh-2225  [000] d...3.. 182373.341284: update_min_vruntime <-update_curr
       ftrace.sh-2225  [000] d...3.. 182373.341286: cpuacct_charge <-update_curr
       ftrace.sh-2225  [000] d...3.. 182373.341287: __rcu_read_lock <-cpuacct_charge
       ftrace.sh-2225  [000] d...3.. 182373.341290: __rcu_read_unlock <-cpuacct_charge
       ftrace.sh-2225  [000] d...3.. 182373.341291: sched_slice <-task_fork_fair
       ftrace.sh-2225  [000] d...3.. 182373.341294: __calc_delta <-sched_slice
       ftrace.sh-2225  [000] d...3.. 182373.341297: __calc_delta <-sched_slice
       ftrace.sh-2225  [000] d...3.. 182373.341299: __calc_delta <-sched_slice
       ftrace.sh-2225  [000] d...3.. 182373.341301: preempt_count_sub <-task_fork_fair
       ftrace.sh-2225  [000] ....2.. 182373.341302: preempt_count_sub <-sched_fork
       ftrace.sh-2225  [000] ....1.. 182373.341304: preempt_count_sub <-sched_fork
       ftrace.sh-2225  [000] ....... 182373.341306: __rt_mutex_init <-perf_event_init_task
       ftrace.sh-2225  [000] ....... 182373.341307: __mutex_do_init <-perf_event_init_task
       ftrace.sh-2225  [000] ....... 182373.341309: audit_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341311: security_task_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341313: copy_semundo <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341315: dup_fd <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341317: kmem_cache_alloc <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341319: __rt_mutex_init <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341321: __rt_spin_lock_init <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341322: __init_waitqueue_head <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341323: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2225  [000] ....... 182373.341324: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2225  [000] ....... 182373.341326: rt_spin_lock <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341328: rt_spin_unlock <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341329: alloc_fdtable <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341331: kmem_cache_alloc_trace <-alloc_fdtable
       ftrace.sh-2225  [000] ....... 182373.341333: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2225  [000] ....... 182373.341334: __kmalloc <-kvmalloc_node
       ftrace.sh-2225  [000] ....... 182373.341335: kmalloc_slab <-__kmalloc
       ftrace.sh-2225  [000] ....... 182373.341338: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2225  [000] ....... 182373.341339: __kmalloc <-kvmalloc_node
       ftrace.sh-2225  [000] ....... 182373.341340: kmalloc_slab <-__kmalloc
       ftrace.sh-2225  [000] ....... 182373.341342: rt_spin_lock <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341344: copy_fd_bitmaps <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341356: rt_spin_unlock <-dup_fd
       ftrace.sh-2225  [000] ....... 182373.341358: copy_fs_struct <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341359: kmem_cache_alloc <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341360: __rt_mutex_init <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341362: __rt_spin_lock_init <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341363: rt_spin_lock <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341364: path_get <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341366: mntget <-path_get
       ftrace.sh-2225  [000] ....... 182373.341367: mntget.part.1 <-mntget
       ftrace.sh-2225  [000] ....... 182373.341368: preempt_count_add <-mntget.part.1
       ftrace.sh-2225  [000] ....1.. 182373.341370: preempt_count_sub <-mntget.part.1
       ftrace.sh-2225  [000] ....... 182373.341371: rt_spin_lock <-lockref_get
       ftrace.sh-2225  [000] ....... 182373.341372: rt_spin_unlock <-lockref_get
       ftrace.sh-2225  [000] ....... 182373.341373: path_get <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341375: mntget <-path_get
       ftrace.sh-2225  [000] ....... 182373.341376: mntget.part.1 <-mntget
       ftrace.sh-2225  [000] ....... 182373.341377: preempt_count_add <-mntget.part.1
       ftrace.sh-2225  [000] ....1.. 182373.341378: preempt_count_sub <-mntget.part.1
       ftrace.sh-2225  [000] ....... 182373.341379: rt_spin_lock <-lockref_get
       ftrace.sh-2225  [000] ....... 182373.341381: rt_spin_unlock <-lockref_get
       ftrace.sh-2225  [000] ....... 182373.341382: rt_spin_unlock <-copy_fs_struct
       ftrace.sh-2225  [000] ....... 182373.341383: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341392: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341395: __init_waitqueue_head <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341396: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2225  [000] ....... 182373.341397: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2225  [000] ....... 182373.341398: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341400: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341401: hrtimer_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341402: __hrtimer_init <-hrtimer_init
       ftrace.sh-2225  [000] ....... 182373.341404: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341405: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341408: tty_audit_fork <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341409: sched_autogroup_fork <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341411: __lock_task_sighand <-sched_autogroup_fork
       ftrace.sh-2225  [000] ....... 182373.341412: __rcu_read_lock <-__lock_task_sighand
       ftrace.sh-2225  [000] ....... 182373.341413: rt_spin_lock <-__lock_task_sighand
       ftrace.sh-2225  [000] ....... 182373.341414: __rcu_read_unlock <-__lock_task_sighand
       ftrace.sh-2225  [000] ....... 182373.341416: rt_spin_unlock <-sched_autogroup_fork
       ftrace.sh-2225  [000] ....... 182373.341418: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341420: __mutex_do_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341422: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341425: mm_init <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341427: __rt_mutex_init <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341429: __rwsem_init <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341430: __rt_mutex_init <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341431: __rt_spin_lock_init <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341432: __rt_mutex_init <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341434: __rt_spin_lock_init <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341435: pgd_alloc <-mm_init
       ftrace.sh-2225  [000] ....... 182373.341437: __get_free_pages <-pgd_alloc
       ftrace.sh-2225  [000] ....... 182373.341438: __alloc_pages_nodemask <-__get_free_pages
       ftrace.sh-2225  [000] ....... 182373.341439: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2225  [000] ....... 182373.341441: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341442: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341443: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341444: __rmqueue <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341447: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341448: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2225  [000] ....1.. 182373.341450: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341451: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341452: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2225  [000] ....... 182373.341454: page_address <-__get_free_pages
       ftrace.sh-2225  [000] ....... 182373.341488: uprobe_start_dup_mmap <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341490: preempt_count_add <-uprobe_start_dup_mmap
       ftrace.sh-2225  [000] ....1.. 182373.341492: preempt_count_sub <-uprobe_start_dup_mmap
       ftrace.sh-2225  [000] ....... 182373.341493: down_write_killable <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341495: __down_write_killable <-down_write_killable
       ftrace.sh-2225  [000] ....... 182373.341496: __down_write_common <-__down_write_killable
       ftrace.sh-2225  [000] ....... 182373.341498: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2225  [000] d...... 182373.341499: preempt_count_add <-__down_write_common
       ftrace.sh-2225  [000] ....1.. 182373.341500: preempt_count_sub <-__down_write_common
       ftrace.sh-2225  [000] ....... 182373.341501: flush_cache_mm <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341504: uprobe_dup_mmap <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341505: down_write <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341506: __down_write <-down_write
       ftrace.sh-2225  [000] ....... 182373.341507: __down_write_common <-__down_write
       ftrace.sh-2225  [000] ....... 182373.341508: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2225  [000] d...... 182373.341510: preempt_count_add <-__down_write_common
       ftrace.sh-2225  [000] ....1.. 182373.341511: preempt_count_sub <-__down_write_common
       ftrace.sh-2225  [000] ....... 182373.341513: get_mm_exe_file <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341515: __rcu_read_lock <-get_mm_exe_file
       ftrace.sh-2225  [000] ....... 182373.341516: __rcu_read_unlock <-get_mm_exe_file
       ftrace.sh-2225  [000] ....... 182373.341519: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341522: dup_userfaultfd <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341524: anon_vma_fork <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341526: vma_do_get_file <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341528: down_write <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341529: __down_write <-down_write
       ftrace.sh-2225  [000] ....... 182373.341530: __down_write_common <-__down_write
       ftrace.sh-2225  [000] ....... 182373.341532: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2225  [000] d...... 182373.341533: preempt_count_add <-__down_write_common
       ftrace.sh-2225  [000] ....1.. 182373.341535: preempt_count_sub <-__down_write_common
       ftrace.sh-2225  [000] ....... 182373.341536: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341537: vma_interval_tree_insert_after <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341540: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341541: up_write <-copy_process.part.5
       ftrace.sh-2225  [000] ....... 182373.341542: __up_write <-up_write
       ftrace.sh-2225  [000] d...... 182373.341544: preempt_count_add <-__up_write
       ftrace.sh-2225  [000] d...1.. 182373.341545: __up_write_unlock <-__up_write
       ftrace.sh-2225  [000] ....1.. 182373.341546: preempt_count_sub <-__up_write_unlock
       ftrace.sh-2225  [000] ....... 182373.341548: __rt_mutex_unlock <-__up_write_unlock
       ftrace.sh-2225  [000] ....... 182373.341550: __vma_link_rb <-copy_process.part.5
