pi_stress --duration=5 
04-06-2018 22:25:10

# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | /  _----=> need-resched_lazy
#                            || / _---=> hardirq/softirq
#                            ||| / _--=> preempt-depth
#                            |||| /     delay
#           TASK-PID   CPU#  |||||    TIMESTAMP  FUNCTION
#              | |       |   |||||       |         |
       ftrace.sh-2208  [000] ....... 182360.932143: SyS_fcntl64 <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932144: __fdget_raw <-SyS_fcntl64
       ftrace.sh-2208  [000] ....... 182360.932145: __fget_light <-__fdget_raw
       ftrace.sh-2208  [000] ....... 182360.932147: security_file_fcntl <-SyS_fcntl64
       ftrace.sh-2208  [000] ....... 182360.932148: do_fcntl <-SyS_fcntl64
       ftrace.sh-2208  [000] ....... 182360.932149: get_close_on_exec <-do_fcntl
       ftrace.sh-2208  [000] ....... 182360.932150: __rcu_read_lock <-get_close_on_exec
       ftrace.sh-2208  [000] ....... 182360.932152: __rcu_read_unlock <-get_close_on_exec
       ftrace.sh-2208  [000] ....... 182360.932155: SyS_close <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932156: __close_fd <-SyS_close
       ftrace.sh-2208  [000] ....... 182360.932157: rt_spin_lock <-__close_fd
       ftrace.sh-2208  [000] ....... 182360.932159: __put_unused_fd <-__close_fd
       ftrace.sh-2208  [000] ....... 182360.932160: rt_spin_unlock <-__close_fd
       ftrace.sh-2208  [000] ....... 182360.932161: filp_close <-__close_fd
       ftrace.sh-2208  [000] ....... 182360.932162: dnotify_flush <-filp_close
       ftrace.sh-2208  [000] ....... 182360.932164: locks_remove_posix <-filp_close
       ftrace.sh-2208  [000] ....... 182360.932165: fput <-filp_close
       ftrace.sh-2208  [000] ....... 182360.932182: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932196: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932211: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932337: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932340: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2208  [000] ....... 182360.932342: __set_current_blocked <-sigprocmask
       ftrace.sh-2208  [000] ....... 182360.932343: rt_spin_lock <-__set_current_blocked
       ftrace.sh-2208  [000] ....... 182360.932345: __set_task_blocked <-__set_current_blocked
       ftrace.sh-2208  [000] ....... 182360.932346: recalc_sigpending <-__set_task_blocked
       ftrace.sh-2208  [000] ....... 182360.932348: recalc_sigpending_tsk <-recalc_sigpending
       ftrace.sh-2208  [000] ....... 182360.932351: rt_spin_unlock <-__set_current_blocked
       ftrace.sh-2208  [000] ....... 182360.932355: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932356: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2208  [000] ....... 182360.932358: __set_current_blocked <-sigprocmask
       ftrace.sh-2208  [000] ....... 182360.932359: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932361: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2208  [000] ....... 182360.932362: __set_current_blocked <-sigprocmask
       ftrace.sh-2208  [000] ....... 182360.932367: SyS_llseek <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932369: __fdget_pos <-SyS_llseek
       ftrace.sh-2208  [000] ....... 182360.932370: __fget_light <-__fdget_pos
       ftrace.sh-2208  [000] ....... 182360.932373: ext4_llseek <-SyS_llseek
       ftrace.sh-2208  [000] ....... 182360.932376: preempt_count_add <-ext4_llseek
       ftrace.sh-2208  [000] ....1.. 182360.932377: preempt_count_sub <-ext4_llseek
       ftrace.sh-2208  [000] ....... 182360.932380: generic_file_llseek_size <-ext4_llseek
       ftrace.sh-2208  [000] ....... 182360.932382: rt_spin_lock <-generic_file_llseek_size
       ftrace.sh-2208  [000] ....... 182360.932383: rt_spin_unlock <-generic_file_llseek_size
       ftrace.sh-2208  [000] ....... 182360.932389: SyS_clone <-ret_fast_syscall
       ftrace.sh-2208  [000] ....... 182360.932391: _do_fork <-SyS_clone
       ftrace.sh-2208  [000] ....... 182360.932393: copy_process.part.5 <-_do_fork
       ftrace.sh-2208  [000] ....... 182360.932395: tsk_fork_get_node <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932398: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932401: __alloc_pages_nodemask <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932403: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2208  [000] ....... 182360.932406: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932409: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932411: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932413: __rmqueue <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932418: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932420: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2208  [000] ....1.. 182360.932422: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932424: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932425: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932428: page_address <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932431: arch_dup_task_struct <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932439: get_random_u32 <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932441: _warn_unseeded_randomness <-get_random_u32
       ftrace.sh-2208  [000] ....... 182360.932444: rt_spin_lock <-get_random_u32
       ftrace.sh-2208  [000] ....... 182360.932445: rt_spin_unlock <-get_random_u32
       ftrace.sh-2208  [000] ....... 182360.932447: account_kernel_stack <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932451: copy_creds <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932453: prepare_creds <-copy_creds
       ftrace.sh-2208  [000] ....... 182360.932454: kmem_cache_alloc <-prepare_creds
       ftrace.sh-2208  [000] ....... 182360.932458: security_prepare_creds <-prepare_creds
       ftrace.sh-2208  [000] ....... 182360.932460: apparmor_cred_prepare <-security_prepare_creds
       ftrace.sh-2208  [000] ....... 182360.932462: aa_alloc_task_context <-apparmor_cred_prepare
       ftrace.sh-2208  [000] ....... 182360.932463: kmem_cache_alloc_trace <-aa_alloc_task_context
       ftrace.sh-2208  [000] ....... 182360.932465: aa_dup_task_context <-apparmor_cred_prepare
       ftrace.sh-2208  [000] ....... 182360.932468: key_put <-copy_creds
       ftrace.sh-2208  [000] ....... 182360.932471: __delayacct_tsk_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932472: kmem_cache_alloc <-__delayacct_tsk_init
       ftrace.sh-2208  [000] ....... 182360.932474: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932477: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932479: acct_clear_integrals <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932480: ktime_get <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932482: clocksource_read_cycles <-ktime_get
       ftrace.sh-2208  [000] ....... 182360.932485: ktime_get_with_offset <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932491: clocksource_read_cycles <-ktime_get_with_offset
       ftrace.sh-2208  [000] ....... 182360.932493: cgroup_fork <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932495: sched_fork <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932496: preempt_count_add <-sched_fork
       ftrace.sh-2208  [000] ....1.. 182360.932498: __sched_fork.constprop.26 <-sched_fork
       ftrace.sh-2208  [000] ....1.. 182360.932500: init_dl_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2208  [000] ....1.. 182360.932501: hrtimer_init <-init_dl_task_timer
       ftrace.sh-2208  [000] ....1.. 182360.932503: __hrtimer_init <-hrtimer_init
       ftrace.sh-2208  [000] ....1.. 182360.932505: init_dl_inactive_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2208  [000] ....1.. 182360.932506: hrtimer_init <-init_dl_inactive_task_timer
       ftrace.sh-2208  [000] ....1.. 182360.932508: __hrtimer_init <-hrtimer_init
       ftrace.sh-2208  [000] ....1.. 182360.932510: __dl_clear_params <-__sched_fork.constprop.26
       ftrace.sh-2208  [000] ....1.. 182360.932512: init_entity_runnable_average <-sched_fork
       ftrace.sh-2208  [000] d...1.. 182360.932513: preempt_count_add <-sched_fork
       ftrace.sh-2208  [000] d...2.. 182360.932516: task_fork_fair <-sched_fork
       ftrace.sh-2208  [000] d...2.. 182360.932517: preempt_count_add <-task_fork_fair
       ftrace.sh-2208  [000] d...3.. 182360.932518: update_rq_clock <-task_fork_fair
       ftrace.sh-2208  [000] d...3.. 182360.932521: update_curr <-task_fork_fair
       ftrace.sh-2208  [000] d...3.. 182360.932523: update_min_vruntime <-update_curr
       ftrace.sh-2208  [000] d...3.. 182360.932525: cpuacct_charge <-update_curr
       ftrace.sh-2208  [000] d...3.. 182360.932526: __rcu_read_lock <-cpuacct_charge
       ftrace.sh-2208  [000] d...3.. 182360.932528: __rcu_read_unlock <-cpuacct_charge
       ftrace.sh-2208  [000] d...3.. 182360.932531: sched_slice <-task_fork_fair
       ftrace.sh-2208  [000] d...3.. 182360.932532: __calc_delta <-sched_slice
       ftrace.sh-2208  [000] d...3.. 182360.932535: __calc_delta <-sched_slice
       ftrace.sh-2208  [000] d...3.. 182360.932536: __calc_delta <-sched_slice
       ftrace.sh-2208  [000] d...3.. 182360.932539: preempt_count_sub <-task_fork_fair
       ftrace.sh-2208  [000] ....2.. 182360.932540: preempt_count_sub <-sched_fork
       ftrace.sh-2208  [000] ....1.. 182360.932542: preempt_count_sub <-sched_fork
       ftrace.sh-2208  [000] ....... 182360.932544: __rt_mutex_init <-perf_event_init_task
       ftrace.sh-2208  [000] ....... 182360.932545: __mutex_do_init <-perf_event_init_task
       ftrace.sh-2208  [000] ....... 182360.932547: audit_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932549: security_task_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932551: copy_semundo <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932553: dup_fd <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932554: kmem_cache_alloc <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932557: __rt_mutex_init <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932558: __rt_spin_lock_init <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932560: __init_waitqueue_head <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932561: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2208  [000] ....... 182360.932563: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2208  [000] ....... 182360.932564: rt_spin_lock <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932566: rt_spin_unlock <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932567: alloc_fdtable <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932569: kmem_cache_alloc_trace <-alloc_fdtable
       ftrace.sh-2208  [000] ....... 182360.932571: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2208  [000] ....... 182360.932572: __kmalloc <-kvmalloc_node
       ftrace.sh-2208  [000] ....... 182360.932574: kmalloc_slab <-__kmalloc
       ftrace.sh-2208  [000] ....... 182360.932578: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2208  [000] ....... 182360.932579: __kmalloc <-kvmalloc_node
       ftrace.sh-2208  [000] ....... 182360.932580: kmalloc_slab <-__kmalloc
       ftrace.sh-2208  [000] ....... 182360.932582: rt_spin_lock <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932585: copy_fd_bitmaps <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932597: rt_spin_unlock <-dup_fd
       ftrace.sh-2208  [000] ....... 182360.932599: copy_fs_struct <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932600: kmem_cache_alloc <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932601: __rt_mutex_init <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932603: __rt_spin_lock_init <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932604: rt_spin_lock <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932605: path_get <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932606: mntget <-path_get
       ftrace.sh-2208  [000] ....... 182360.932607: mntget.part.1 <-mntget
       ftrace.sh-2208  [000] ....... 182360.932608: preempt_count_add <-mntget.part.1
       ftrace.sh-2208  [000] ....1.. 182360.932610: preempt_count_sub <-mntget.part.1
       ftrace.sh-2208  [000] ....... 182360.932611: rt_spin_lock <-lockref_get
       ftrace.sh-2208  [000] ....... 182360.932613: rt_spin_unlock <-lockref_get
       ftrace.sh-2208  [000] ....... 182360.932614: path_get <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932615: mntget <-path_get
       ftrace.sh-2208  [000] ....... 182360.932616: mntget.part.1 <-mntget
       ftrace.sh-2208  [000] ....... 182360.932617: preempt_count_add <-mntget.part.1
       ftrace.sh-2208  [000] ....1.. 182360.932619: preempt_count_sub <-mntget.part.1
       ftrace.sh-2208  [000] ....... 182360.932620: rt_spin_lock <-lockref_get
       ftrace.sh-2208  [000] ....... 182360.932622: rt_spin_unlock <-lockref_get
       ftrace.sh-2208  [000] ....... 182360.932623: rt_spin_unlock <-copy_fs_struct
       ftrace.sh-2208  [000] ....... 182360.932625: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932632: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932635: __init_waitqueue_head <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932636: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2208  [000] ....... 182360.932637: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2208  [000] ....... 182360.932638: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932639: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932641: hrtimer_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932642: __hrtimer_init <-hrtimer_init
       ftrace.sh-2208  [000] ....... 182360.932643: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932645: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932647: tty_audit_fork <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932649: sched_autogroup_fork <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932651: __lock_task_sighand <-sched_autogroup_fork
       ftrace.sh-2208  [000] ....... 182360.932652: __rcu_read_lock <-__lock_task_sighand
       ftrace.sh-2208  [000] ....... 182360.932653: rt_spin_lock <-__lock_task_sighand
       ftrace.sh-2208  [000] ....... 182360.932654: __rcu_read_unlock <-__lock_task_sighand
       ftrace.sh-2208  [000] ....... 182360.932656: rt_spin_unlock <-sched_autogroup_fork
       ftrace.sh-2208  [000] ....... 182360.932658: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932659: __mutex_do_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932661: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932665: mm_init <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932666: __rt_mutex_init <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932668: __rwsem_init <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932669: __rt_mutex_init <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932671: __rt_spin_lock_init <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932672: __rt_mutex_init <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932673: __rt_spin_lock_init <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932675: pgd_alloc <-mm_init
       ftrace.sh-2208  [000] ....... 182360.932676: __get_free_pages <-pgd_alloc
       ftrace.sh-2208  [000] ....... 182360.932678: __alloc_pages_nodemask <-__get_free_pages
       ftrace.sh-2208  [000] ....... 182360.932679: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2208  [000] ....... 182360.932680: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932681: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932683: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932684: __rmqueue <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932687: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932688: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2208  [000] ....1.. 182360.932689: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932691: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932692: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2208  [000] ....... 182360.932694: page_address <-__get_free_pages
       ftrace.sh-2208  [000] ....... 182360.932729: uprobe_start_dup_mmap <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932730: preempt_count_add <-uprobe_start_dup_mmap
       ftrace.sh-2208  [000] ....1.. 182360.932732: preempt_count_sub <-uprobe_start_dup_mmap
       ftrace.sh-2208  [000] ....... 182360.932734: down_write_killable <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932735: __down_write_killable <-down_write_killable
       ftrace.sh-2208  [000] ....... 182360.932736: __down_write_common <-__down_write_killable
       ftrace.sh-2208  [000] ....... 182360.932737: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2208  [000] d...... 182360.932738: preempt_count_add <-__down_write_common
       ftrace.sh-2208  [000] ....1.. 182360.932740: preempt_count_sub <-__down_write_common
       ftrace.sh-2208  [000] ....... 182360.932741: flush_cache_mm <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932743: uprobe_dup_mmap <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932744: down_write <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932745: __down_write <-down_write
       ftrace.sh-2208  [000] ....... 182360.932747: __down_write_common <-__down_write
       ftrace.sh-2208  [000] ....... 182360.932748: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2208  [000] d...... 182360.932749: preempt_count_add <-__down_write_common
       ftrace.sh-2208  [000] ....1.. 182360.932750: preempt_count_sub <-__down_write_common
       ftrace.sh-2208  [000] ....... 182360.932752: get_mm_exe_file <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932753: __rcu_read_lock <-get_mm_exe_file
       ftrace.sh-2208  [000] ....... 182360.932755: __rcu_read_unlock <-get_mm_exe_file
       ftrace.sh-2208  [000] ....... 182360.932757: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932760: dup_userfaultfd <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932762: anon_vma_fork <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932765: vma_do_get_file <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932767: down_write <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932768: __down_write <-down_write
       ftrace.sh-2208  [000] ....... 182360.932769: __down_write_common <-__down_write
       ftrace.sh-2208  [000] ....... 182360.932770: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2208  [000] d...... 182360.932771: preempt_count_add <-__down_write_common
       ftrace.sh-2208  [000] ....1.. 182360.932774: preempt_count_sub <-__down_write_common
       ftrace.sh-2208  [000] ....... 182360.932776: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932777: vma_interval_tree_insert_after <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932780: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932781: up_write <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932782: __up_write <-up_write
       ftrace.sh-2208  [000] d...... 182360.932783: preempt_count_add <-__up_write
       ftrace.sh-2208  [000] d...1.. 182360.932785: __up_write_unlock <-__up_write
       ftrace.sh-2208  [000] ....1.. 182360.932786: preempt_count_sub <-__up_write_unlock
       ftrace.sh-2208  [000] ....... 182360.932787: __rt_mutex_unlock <-__up_write_unlock
       ftrace.sh-2208  [000] ....... 182360.932790: __vma_link_rb <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932791: vma_gap_update <-__vma_link_rb
       ftrace.sh-2208  [000] ....... 182360.932793: vma_compute_subtree_gap <-vma_gap_update
       ftrace.sh-2208  [000] ....... 182360.932796: copy_page_range <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932799: security_vm_enough_memory_mm <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932801: cap_vm_enough_memory <-security_vm_enough_memory_mm
       ftrace.sh-2208  [000] ....... 182360.932802: cap_capable <-cap_vm_enough_memory
       ftrace.sh-2208  [000] ....... 182360.932804: __vm_enough_memory <-security_vm_enough_memory_mm
       ftrace.sh-2208  [000] ....... 182360.932806: preempt_count_add <-__vm_enough_memory
       ftrace.sh-2208  [000] ....1.. 182360.932807: preempt_count_sub <-__vm_enough_memory
       ftrace.sh-2208  [000] ....... 182360.932810: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932811: dup_userfaultfd <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932813: anon_vma_fork <-copy_process.part.5
       ftrace.sh-2208  [000] ....... 182360.932814: anon_vma_clone <-anon_vma_fork
