pi_stress --duration=5 
04-06-2018 22:25:16

# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | /  _----=> need-resched_lazy
#                            || / _---=> hardirq/softirq
#                            ||| / _--=> preempt-depth
#                            |||| /     delay
#           TASK-PID   CPU#  |||||    TIMESTAMP  FUNCTION
#              | |       |   |||||       |         |
       ftrace.sh-2217  [000] ....1.. 182367.144858: preempt_count_sub <-task_work_run
       ftrace.sh-2217  [000] ....... 182367.144859: ____fput <-task_work_run
       ftrace.sh-2217  [000] ....... 182367.144860: __fput <-____fput
       ftrace.sh-2217  [000] ....... 182367.144862: __fsnotify_parent <-__fput
       ftrace.sh-2217  [000] ....... 182367.144863: fsnotify <-__fput
       ftrace.sh-2217  [000] ....... 182367.144865: locks_remove_file <-__fput
       ftrace.sh-2217  [000] ....... 182367.144866: ima_file_free <-__fput
       ftrace.sh-2217  [000] ....... 182367.144867: _mutex_lock <-trace_array_put
       ftrace.sh-2217  [000] ....... 182367.144868: __rt_mutex_lock_state <-_mutex_lock
       ftrace.sh-2217  [000] ....... 182367.144870: _mutex_unlock <-trace_array_put
       ftrace.sh-2217  [000] ....... 182367.144871: __rt_mutex_unlock <-_mutex_unlock
       ftrace.sh-2217  [000] ....... 182367.144872: security_file_free <-__fput
       ftrace.sh-2217  [000] ....... 182367.144873: apparmor_file_free_security <-security_file_free
       ftrace.sh-2217  [000] ....... 182367.144874: kzfree <-apparmor_file_free_security
       ftrace.sh-2217  [000] ....... 182367.144876: ksize <-kzfree
       ftrace.sh-2217  [000] ....... 182367.144877: kfree <-kzfree
       ftrace.sh-2217  [000] ....... 182367.144879: module_put <-__fput
       ftrace.sh-2217  [000] ....... 182367.144880: put_pid <-__fput
       ftrace.sh-2217  [000] ....... 182367.144881: __mnt_drop_write <-__fput
       ftrace.sh-2217  [000] ....... 182367.144883: preempt_count_add <-__mnt_drop_write
       ftrace.sh-2217  [000] ....1.. 182367.144884: preempt_count_sub <-__mnt_drop_write
       ftrace.sh-2217  [000] ....... 182367.144885: preempt_count_add <-__fput
       ftrace.sh-2217  [000] ....1.. 182367.144886: preempt_count_sub <-__fput
       ftrace.sh-2217  [000] ....... 182367.144888: call_rcu <-__fput
       ftrace.sh-2217  [000] ....... 182367.144889: __call_rcu.constprop.27 <-call_rcu
       ftrace.sh-2217  [000] d...... 182367.144890: rcu_segcblist_enqueue <-__call_rcu.constprop.27
       ftrace.sh-2217  [000] ....... 182367.144892: dput <-__fput
       ftrace.sh-2217  [000] ....... 182367.144893: dput.part.7 <-dput
       ftrace.sh-2217  [000] ....... 182367.144894: __rcu_read_lock <-dput.part.7
       ftrace.sh-2217  [000] ....... 182367.144895: rt_spin_lock <-lockref_put_or_lock
       ftrace.sh-2217  [000] ....... 182367.144897: rt_spin_unlock <-lockref_put_or_lock
       ftrace.sh-2217  [000] ....... 182367.144898: __rcu_read_unlock <-dput.part.7
       ftrace.sh-2217  [000] ....... 182367.144900: mntput <-__fput
       ftrace.sh-2217  [000] ....... 182367.144901: mntput_no_expire <-mntput
       ftrace.sh-2217  [000] ....... 182367.144902: __rcu_read_lock <-mntput_no_expire
       ftrace.sh-2217  [000] ....... 182367.144903: preempt_count_add <-mntput_no_expire
       ftrace.sh-2217  [000] ....1.. 182367.144904: preempt_count_sub <-mntput_no_expire
       ftrace.sh-2217  [000] ....... 182367.144906: __rcu_read_unlock <-mntput_no_expire
       ftrace.sh-2217  [000] d...... 182367.144907: preempt_count_add <-task_work_run
       ftrace.sh-2217  [000] ....1.. 182367.144908: preempt_count_sub <-task_work_run
       ftrace.sh-2217  [000] ....... 182367.144909: mem_cgroup_handle_over_high <-do_work_pending
       ftrace.sh-2217  [000] ....... 182367.144912: SyS_fcntl64 <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.144913: __fdget_raw <-SyS_fcntl64
       ftrace.sh-2217  [000] ....... 182367.144914: __fget_light <-__fdget_raw
       ftrace.sh-2217  [000] ....... 182367.144915: security_file_fcntl <-SyS_fcntl64
       ftrace.sh-2217  [000] ....... 182367.144916: do_fcntl <-SyS_fcntl64
       ftrace.sh-2217  [000] ....... 182367.144918: get_close_on_exec <-do_fcntl
       ftrace.sh-2217  [000] ....... 182367.144919: __rcu_read_lock <-get_close_on_exec
       ftrace.sh-2217  [000] ....... 182367.144920: __rcu_read_unlock <-get_close_on_exec
       ftrace.sh-2217  [000] ....... 182367.144925: SyS_close <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.144926: __close_fd <-SyS_close
       ftrace.sh-2217  [000] ....... 182367.144927: rt_spin_lock <-__close_fd
       ftrace.sh-2217  [000] ....... 182367.144928: __put_unused_fd <-__close_fd
       ftrace.sh-2217  [000] ....... 182367.144930: rt_spin_unlock <-__close_fd
       ftrace.sh-2217  [000] ....... 182367.144931: filp_close <-__close_fd
       ftrace.sh-2217  [000] ....... 182367.144932: dnotify_flush <-filp_close
       ftrace.sh-2217  [000] ....... 182367.144933: locks_remove_posix <-filp_close
       ftrace.sh-2217  [000] ....... 182367.144935: fput <-filp_close
       ftrace.sh-2217  [000] ....... 182367.144953: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.144965: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.144980: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.145104: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.145108: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2217  [000] ....... 182367.145110: __set_current_blocked <-sigprocmask
       ftrace.sh-2217  [000] ....... 182367.145111: rt_spin_lock <-__set_current_blocked
       ftrace.sh-2217  [000] ....... 182367.145113: __set_task_blocked <-__set_current_blocked
       ftrace.sh-2217  [000] ....... 182367.145114: recalc_sigpending <-__set_task_blocked
       ftrace.sh-2217  [000] ....... 182367.145116: recalc_sigpending_tsk <-recalc_sigpending
       ftrace.sh-2217  [000] ....... 182367.145118: rt_spin_unlock <-__set_current_blocked
       ftrace.sh-2217  [000] ....... 182367.145122: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.145123: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2217  [000] ....... 182367.145124: __set_current_blocked <-sigprocmask
       ftrace.sh-2217  [000] ....... 182367.145126: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.145128: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2217  [000] ....... 182367.145129: __set_current_blocked <-sigprocmask
       ftrace.sh-2217  [000] ....... 182367.145133: SyS_llseek <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.145135: __fdget_pos <-SyS_llseek
       ftrace.sh-2217  [000] ....... 182367.145136: __fget_light <-__fdget_pos
       ftrace.sh-2217  [000] ....... 182367.145139: ext4_llseek <-SyS_llseek
       ftrace.sh-2217  [000] ....... 182367.145141: preempt_count_add <-ext4_llseek
       ftrace.sh-2217  [000] ....1.. 182367.145143: preempt_count_sub <-ext4_llseek
       ftrace.sh-2217  [000] ....... 182367.145145: generic_file_llseek_size <-ext4_llseek
       ftrace.sh-2217  [000] ....... 182367.145146: rt_spin_lock <-generic_file_llseek_size
       ftrace.sh-2217  [000] ....... 182367.145148: rt_spin_unlock <-generic_file_llseek_size
       ftrace.sh-2217  [000] ....... 182367.145154: SyS_clone <-ret_fast_syscall
       ftrace.sh-2217  [000] ....... 182367.145156: _do_fork <-SyS_clone
       ftrace.sh-2217  [000] ....... 182367.145158: copy_process.part.5 <-_do_fork
       ftrace.sh-2217  [000] ....... 182367.145160: tsk_fork_get_node <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145162: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145164: __slab_alloc.constprop.11 <-kmem_cache_alloc
       ftrace.sh-2217  [000] d...... 182367.145165: ___slab_alloc.constprop.12 <-__slab_alloc.constprop.11
       ftrace.sh-2217  [000] d...... 182367.145167: preempt_count_add <-___slab_alloc.constprop.12
       ftrace.sh-2217  [000] d...1.. 182367.145169: preempt_count_sub <-___slab_alloc.constprop.12
       ftrace.sh-2217  [000] d...... 182367.145171: get_partial_node.constprop.14 <-___slab_alloc.constprop.12
       ftrace.sh-2217  [000] d...... 182367.145172: preempt_count_add <-get_partial_node.constprop.14
       ftrace.sh-2217  [000] d...1.. 182367.145174: preempt_count_add <-get_partial_node.constprop.14
       ftrace.sh-2217  [000] d...2.. 182367.145175: preempt_count_sub <-get_partial_node.constprop.14
       ftrace.sh-2217  [000] d...1.. 182367.145177: preempt_count_sub <-get_partial_node.constprop.14
       ftrace.sh-2217  [000] d...... 182367.145179: preempt_count_add <-___slab_alloc.constprop.12
       ftrace.sh-2217  [000] d...1.. 182367.145180: preempt_count_sub <-___slab_alloc.constprop.12
       ftrace.sh-2217  [000] ....... 182367.145182: free_delayed <-__slab_alloc.constprop.11
       ftrace.sh-2217  [000] ....... 182367.145185: __alloc_pages_nodemask <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145187: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2217  [000] ....... 182367.145190: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145193: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145195: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145196: __rmqueue <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145202: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145203: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2217  [000] ....1.. 182367.145205: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145207: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145208: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145211: page_address <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145213: arch_dup_task_struct <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145223: get_random_u32 <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145225: _warn_unseeded_randomness <-get_random_u32
       ftrace.sh-2217  [000] ....... 182367.145227: rt_spin_lock <-get_random_u32
       ftrace.sh-2217  [000] ....... 182367.145229: rt_spin_unlock <-get_random_u32
       ftrace.sh-2217  [000] ....... 182367.145231: account_kernel_stack <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145235: copy_creds <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145236: prepare_creds <-copy_creds
       ftrace.sh-2217  [000] ....... 182367.145238: kmem_cache_alloc <-prepare_creds
       ftrace.sh-2217  [000] ....... 182367.145241: security_prepare_creds <-prepare_creds
       ftrace.sh-2217  [000] ....... 182367.145243: apparmor_cred_prepare <-security_prepare_creds
       ftrace.sh-2217  [000] ....... 182367.145250: aa_alloc_task_context <-apparmor_cred_prepare
       ftrace.sh-2217  [000] ....... 182367.145251: kmem_cache_alloc_trace <-aa_alloc_task_context
       ftrace.sh-2217  [000] ....... 182367.145254: aa_dup_task_context <-apparmor_cred_prepare
       ftrace.sh-2217  [000] ....... 182367.145257: key_put <-copy_creds
       ftrace.sh-2217  [000] ....... 182367.145259: __delayacct_tsk_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145260: kmem_cache_alloc <-__delayacct_tsk_init
       ftrace.sh-2217  [000] ....... 182367.145263: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145264: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145266: acct_clear_integrals <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145268: ktime_get <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145269: clocksource_read_cycles <-ktime_get
       ftrace.sh-2217  [000] ....... 182367.145272: ktime_get_with_offset <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145273: clocksource_read_cycles <-ktime_get_with_offset
       ftrace.sh-2217  [000] ....... 182367.145275: cgroup_fork <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145277: sched_fork <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145278: preempt_count_add <-sched_fork
       ftrace.sh-2217  [000] ....1.. 182367.145280: __sched_fork.constprop.26 <-sched_fork
       ftrace.sh-2217  [000] ....1.. 182367.145282: init_dl_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2217  [000] ....1.. 182367.145284: hrtimer_init <-init_dl_task_timer
       ftrace.sh-2217  [000] ....1.. 182367.145286: __hrtimer_init <-hrtimer_init
       ftrace.sh-2217  [000] ....1.. 182367.145288: init_dl_inactive_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2217  [000] ....1.. 182367.145289: hrtimer_init <-init_dl_inactive_task_timer
       ftrace.sh-2217  [000] ....1.. 182367.145290: __hrtimer_init <-hrtimer_init
       ftrace.sh-2217  [000] ....1.. 182367.145292: __dl_clear_params <-__sched_fork.constprop.26
       ftrace.sh-2217  [000] ....1.. 182367.145294: init_entity_runnable_average <-sched_fork
       ftrace.sh-2217  [000] d...1.. 182367.145295: preempt_count_add <-sched_fork
       ftrace.sh-2217  [000] d...2.. 182367.145298: task_fork_fair <-sched_fork
       ftrace.sh-2217  [000] d...2.. 182367.145299: preempt_count_add <-task_fork_fair
       ftrace.sh-2217  [000] d...3.. 182367.145301: update_rq_clock <-task_fork_fair
       ftrace.sh-2217  [000] d...3.. 182367.145303: update_curr <-task_fork_fair
       ftrace.sh-2217  [000] d...3.. 182367.145305: update_min_vruntime <-update_curr
       ftrace.sh-2217  [000] d...3.. 182367.145307: cpuacct_charge <-update_curr
       ftrace.sh-2217  [000] d...3.. 182367.145308: __rcu_read_lock <-cpuacct_charge
       ftrace.sh-2217  [000] d...3.. 182367.145311: __rcu_read_unlock <-cpuacct_charge
       ftrace.sh-2217  [000] d...3.. 182367.145313: sched_slice <-task_fork_fair
       ftrace.sh-2217  [000] d...3.. 182367.145314: __calc_delta <-sched_slice
       ftrace.sh-2217  [000] d...3.. 182367.145317: __calc_delta <-sched_slice
       ftrace.sh-2217  [000] d...3.. 182367.145318: __calc_delta <-sched_slice
       ftrace.sh-2217  [000] d...3.. 182367.145320: preempt_count_sub <-task_fork_fair
       ftrace.sh-2217  [000] ....2.. 182367.145321: preempt_count_sub <-sched_fork
       ftrace.sh-2217  [000] ....1.. 182367.145323: preempt_count_sub <-sched_fork
       ftrace.sh-2217  [000] ....... 182367.145325: __rt_mutex_init <-perf_event_init_task
       ftrace.sh-2217  [000] ....... 182367.145327: __mutex_do_init <-perf_event_init_task
       ftrace.sh-2217  [000] ....... 182367.145329: audit_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145331: security_task_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145333: copy_semundo <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145335: dup_fd <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145336: kmem_cache_alloc <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145339: __rt_mutex_init <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145340: __rt_spin_lock_init <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145342: __init_waitqueue_head <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145343: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2217  [000] ....... 182367.145344: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2217  [000] ....... 182367.145346: rt_spin_lock <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145348: rt_spin_unlock <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145349: alloc_fdtable <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145350: kmem_cache_alloc_trace <-alloc_fdtable
       ftrace.sh-2217  [000] ....... 182367.145352: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2217  [000] ....... 182367.145354: __kmalloc <-kvmalloc_node
       ftrace.sh-2217  [000] ....... 182367.145355: kmalloc_slab <-__kmalloc
       ftrace.sh-2217  [000] ....... 182367.145358: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2217  [000] ....... 182367.145359: __kmalloc <-kvmalloc_node
       ftrace.sh-2217  [000] ....... 182367.145360: kmalloc_slab <-__kmalloc
       ftrace.sh-2217  [000] ....... 182367.145363: rt_spin_lock <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145365: copy_fd_bitmaps <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145376: rt_spin_unlock <-dup_fd
       ftrace.sh-2217  [000] ....... 182367.145378: copy_fs_struct <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145379: kmem_cache_alloc <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145381: __rt_mutex_init <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145382: __rt_spin_lock_init <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145384: rt_spin_lock <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145385: path_get <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145386: mntget <-path_get
       ftrace.sh-2217  [000] ....... 182367.145387: mntget.part.1 <-mntget
       ftrace.sh-2217  [000] ....... 182367.145388: preempt_count_add <-mntget.part.1
       ftrace.sh-2217  [000] ....1.. 182367.145389: preempt_count_sub <-mntget.part.1
       ftrace.sh-2217  [000] ....... 182367.145391: rt_spin_lock <-lockref_get
       ftrace.sh-2217  [000] ....... 182367.145392: rt_spin_unlock <-lockref_get
       ftrace.sh-2217  [000] ....... 182367.145394: path_get <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145395: mntget <-path_get
       ftrace.sh-2217  [000] ....... 182367.145396: mntget.part.1 <-mntget
       ftrace.sh-2217  [000] ....... 182367.145397: preempt_count_add <-mntget.part.1
       ftrace.sh-2217  [000] ....1.. 182367.145398: preempt_count_sub <-mntget.part.1
       ftrace.sh-2217  [000] ....... 182367.145400: rt_spin_lock <-lockref_get
       ftrace.sh-2217  [000] ....... 182367.145401: rt_spin_unlock <-lockref_get
       ftrace.sh-2217  [000] ....... 182367.145402: rt_spin_unlock <-copy_fs_struct
       ftrace.sh-2217  [000] ....... 182367.145404: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145412: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145415: __init_waitqueue_head <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145416: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2217  [000] ....... 182367.145417: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2217  [000] ....... 182367.145419: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145420: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145421: hrtimer_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145422: __hrtimer_init <-hrtimer_init
       ftrace.sh-2217  [000] ....... 182367.145424: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145426: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145428: tty_audit_fork <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145429: sched_autogroup_fork <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145431: __lock_task_sighand <-sched_autogroup_fork
       ftrace.sh-2217  [000] ....... 182367.145432: __rcu_read_lock <-__lock_task_sighand
       ftrace.sh-2217  [000] ....... 182367.145433: rt_spin_lock <-__lock_task_sighand
       ftrace.sh-2217  [000] ....... 182367.145435: __rcu_read_unlock <-__lock_task_sighand
       ftrace.sh-2217  [000] ....... 182367.145437: rt_spin_unlock <-sched_autogroup_fork
       ftrace.sh-2217  [000] ....... 182367.145438: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145440: __mutex_do_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145441: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145445: mm_init <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145446: __rt_mutex_init <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145448: __rwsem_init <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145450: __rt_mutex_init <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145451: __rt_spin_lock_init <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145452: __rt_mutex_init <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145453: __rt_spin_lock_init <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145455: pgd_alloc <-mm_init
       ftrace.sh-2217  [000] ....... 182367.145457: __get_free_pages <-pgd_alloc
       ftrace.sh-2217  [000] ....... 182367.145459: __alloc_pages_nodemask <-__get_free_pages
       ftrace.sh-2217  [000] ....... 182367.145460: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2217  [000] ....... 182367.145461: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145462: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145463: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145465: __rmqueue <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145468: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145469: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2217  [000] ....1.. 182367.145470: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145471: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145473: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2217  [000] ....... 182367.145475: page_address <-__get_free_pages
       ftrace.sh-2217  [000] ....... 182367.145511: uprobe_start_dup_mmap <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145512: preempt_count_add <-uprobe_start_dup_mmap
       ftrace.sh-2217  [000] ....1.. 182367.145514: preempt_count_sub <-uprobe_start_dup_mmap
       ftrace.sh-2217  [000] ....... 182367.145516: down_write_killable <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145517: __down_write_killable <-down_write_killable
       ftrace.sh-2217  [000] ....... 182367.145518: __down_write_common <-__down_write_killable
       ftrace.sh-2217  [000] ....... 182367.145519: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2217  [000] d...... 182367.145520: preempt_count_add <-__down_write_common
       ftrace.sh-2217  [000] ....1.. 182367.145522: preempt_count_sub <-__down_write_common
       ftrace.sh-2217  [000] ....... 182367.145524: flush_cache_mm <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145525: uprobe_dup_mmap <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145527: down_write <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145528: __down_write <-down_write
       ftrace.sh-2217  [000] ....... 182367.145529: __down_write_common <-__down_write
       ftrace.sh-2217  [000] ....... 182367.145530: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2217  [000] d...... 182367.145532: preempt_count_add <-__down_write_common
       ftrace.sh-2217  [000] ....1.. 182367.145533: preempt_count_sub <-__down_write_common
       ftrace.sh-2217  [000] ....... 182367.145535: get_mm_exe_file <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145536: __rcu_read_lock <-get_mm_exe_file
       ftrace.sh-2217  [000] ....... 182367.145538: __rcu_read_unlock <-get_mm_exe_file
       ftrace.sh-2217  [000] ....... 182367.145541: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145544: dup_userfaultfd <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145546: anon_vma_fork <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145549: vma_do_get_file <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145550: down_write <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145552: __down_write <-down_write
       ftrace.sh-2217  [000] ....... 182367.145553: __down_write_common <-__down_write
       ftrace.sh-2217  [000] ....... 182367.145554: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2217  [000] d...... 182367.145555: preempt_count_add <-__down_write_common
       ftrace.sh-2217  [000] ....1.. 182367.145557: preempt_count_sub <-__down_write_common
       ftrace.sh-2217  [000] ....... 182367.145558: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145559: vma_interval_tree_insert_after <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145562: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145563: up_write <-copy_process.part.5
       ftrace.sh-2217  [000] ....... 182367.145564: __up_write <-up_write
       ftrace.sh-2217  [000] d...... 182367.145565: preempt_count_add <-__up_write
       ftrace.sh-2217  [000] d...1.. 182367.145567: __up_write_unlock <-__up_write
       ftrace.sh-2217  [000] ....1.. 182367.145568: preempt_count_sub <-__up_write_unlock
       ftrace.sh-2217  [000] ....... 182367.145569: __rt_mutex_unlock <-__up_write_unlock
       ftrace.sh-2217  [000] ....... 182367.145571: __vma_link_rb <-copy_process.part.5
