pi_stress --duration=5 
04-06-2018 22:25:28

# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | /  _----=> need-resched_lazy
#                            || / _---=> hardirq/softirq
#                            ||| / _--=> preempt-depth
#                            |||| /     delay
#           TASK-PID   CPU#  |||||    TIMESTAMP  FUNCTION
#              | |       |   |||||       |         |
       ftrace.sh-2233  [000] ....... 182379.550703: rt_spin_lock <-lockref_put_or_lock
       ftrace.sh-2233  [000] ....... 182379.550705: rt_spin_unlock <-lockref_put_or_lock
       ftrace.sh-2233  [000] ....... 182379.550706: __rcu_read_unlock <-dput.part.7
       ftrace.sh-2233  [000] ....... 182379.550708: mntput <-__fput
       ftrace.sh-2233  [000] ....... 182379.550709: mntput_no_expire <-mntput
       ftrace.sh-2233  [000] ....... 182379.550710: __rcu_read_lock <-mntput_no_expire
       ftrace.sh-2233  [000] ....... 182379.550712: preempt_count_add <-mntput_no_expire
       ftrace.sh-2233  [000] ....1.. 182379.550713: preempt_count_sub <-mntput_no_expire
       ftrace.sh-2233  [000] ....... 182379.550714: __rcu_read_unlock <-mntput_no_expire
       ftrace.sh-2233  [000] d...... 182379.550716: preempt_count_add <-task_work_run
       ftrace.sh-2233  [000] ....1.. 182379.550717: preempt_count_sub <-task_work_run
       ftrace.sh-2233  [000] ....... 182379.550719: mem_cgroup_handle_over_high <-do_work_pending
       ftrace.sh-2233  [000] ....... 182379.550721: SyS_fcntl64 <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550722: __fdget_raw <-SyS_fcntl64
       ftrace.sh-2233  [000] ....... 182379.550723: __fget_light <-__fdget_raw
       ftrace.sh-2233  [000] ....... 182379.550725: security_file_fcntl <-SyS_fcntl64
       ftrace.sh-2233  [000] ....... 182379.550727: do_fcntl <-SyS_fcntl64
       ftrace.sh-2233  [000] ....... 182379.550729: get_close_on_exec <-do_fcntl
       ftrace.sh-2233  [000] ....... 182379.550730: __rcu_read_lock <-get_close_on_exec
       ftrace.sh-2233  [000] ....... 182379.550731: __rcu_read_unlock <-get_close_on_exec
       ftrace.sh-2233  [000] ....... 182379.550735: SyS_close <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550736: __close_fd <-SyS_close
       ftrace.sh-2233  [000] ....... 182379.550738: rt_spin_lock <-__close_fd
       ftrace.sh-2233  [000] ....... 182379.550739: __put_unused_fd <-__close_fd
       ftrace.sh-2233  [000] ....... 182379.550740: rt_spin_unlock <-__close_fd
       ftrace.sh-2233  [000] ....... 182379.550741: filp_close <-__close_fd
       ftrace.sh-2233  [000] ....... 182379.550743: dnotify_flush <-filp_close
       ftrace.sh-2233  [000] ....... 182379.550744: locks_remove_posix <-filp_close
       ftrace.sh-2233  [000] ....... 182379.550745: fput <-filp_close
       ftrace.sh-2233  [000] ....... 182379.550772: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550792: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550807: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550944: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550948: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2233  [000] ....... 182379.550949: __set_current_blocked <-sigprocmask
       ftrace.sh-2233  [000] ....... 182379.550951: rt_spin_lock <-__set_current_blocked
       ftrace.sh-2233  [000] ....... 182379.550953: __set_task_blocked <-__set_current_blocked
       ftrace.sh-2233  [000] ....... 182379.550954: recalc_sigpending <-__set_task_blocked
       ftrace.sh-2233  [000] ....... 182379.550956: recalc_sigpending_tsk <-recalc_sigpending
       ftrace.sh-2233  [000] ....... 182379.550958: rt_spin_unlock <-__set_current_blocked
       ftrace.sh-2233  [000] ....... 182379.550962: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550964: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2233  [000] ....... 182379.550965: __set_current_blocked <-sigprocmask
       ftrace.sh-2233  [000] ....... 182379.550967: SyS_rt_sigprocmask <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550968: sigprocmask <-SyS_rt_sigprocmask
       ftrace.sh-2233  [000] ....... 182379.550970: __set_current_blocked <-sigprocmask
       ftrace.sh-2233  [000] ....... 182379.550974: SyS_llseek <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550975: __fdget_pos <-SyS_llseek
       ftrace.sh-2233  [000] ....... 182379.550976: __fget_light <-__fdget_pos
       ftrace.sh-2233  [000] ....... 182379.550979: ext4_llseek <-SyS_llseek
       ftrace.sh-2233  [000] ....... 182379.550983: preempt_count_add <-ext4_llseek
       ftrace.sh-2233  [000] ....1.. 182379.550984: preempt_count_sub <-ext4_llseek
       ftrace.sh-2233  [000] ....... 182379.550986: generic_file_llseek_size <-ext4_llseek
       ftrace.sh-2233  [000] ....... 182379.550988: rt_spin_lock <-generic_file_llseek_size
       ftrace.sh-2233  [000] ....... 182379.550990: rt_spin_unlock <-generic_file_llseek_size
       ftrace.sh-2233  [000] ....... 182379.550995: SyS_clone <-ret_fast_syscall
       ftrace.sh-2233  [000] ....... 182379.550997: _do_fork <-SyS_clone
       ftrace.sh-2233  [000] ....... 182379.550999: copy_process.part.5 <-_do_fork
       ftrace.sh-2233  [000] ....... 182379.551002: tsk_fork_get_node <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551004: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551008: __alloc_pages_nodemask <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551010: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2233  [000] ....... 182379.551013: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551017: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551018: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551021: __rmqueue <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551026: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551028: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2233  [000] ....1.. 182379.551030: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551032: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551033: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551036: page_address <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551038: arch_dup_task_struct <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551047: get_random_u32 <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551049: _warn_unseeded_randomness <-get_random_u32
       ftrace.sh-2233  [000] ....... 182379.551051: rt_spin_lock <-get_random_u32
       ftrace.sh-2233  [000] ....... 182379.551053: rt_spin_unlock <-get_random_u32
       ftrace.sh-2233  [000] ....... 182379.551055: account_kernel_stack <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551059: copy_creds <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551062: prepare_creds <-copy_creds
       ftrace.sh-2233  [000] ....... 182379.551063: kmem_cache_alloc <-prepare_creds
       ftrace.sh-2233  [000] ....... 182379.551068: security_prepare_creds <-prepare_creds
       ftrace.sh-2233  [000] ....... 182379.551070: apparmor_cred_prepare <-security_prepare_creds
       ftrace.sh-2233  [000] ....... 182379.551072: aa_alloc_task_context <-apparmor_cred_prepare
       ftrace.sh-2233  [000] ....... 182379.551073: kmem_cache_alloc_trace <-aa_alloc_task_context
       ftrace.sh-2233  [000] ....... 182379.551075: aa_dup_task_context <-apparmor_cred_prepare
       ftrace.sh-2233  [000] ....... 182379.551078: key_put <-copy_creds
       ftrace.sh-2233  [000] ....... 182379.551080: __delayacct_tsk_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551082: kmem_cache_alloc <-__delayacct_tsk_init
       ftrace.sh-2233  [000] ....... 182379.551085: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551087: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551089: acct_clear_integrals <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551091: ktime_get <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551092: clocksource_read_cycles <-ktime_get
       ftrace.sh-2233  [000] ....... 182379.551094: ktime_get_with_offset <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551101: clocksource_read_cycles <-ktime_get_with_offset
       ftrace.sh-2233  [000] ....... 182379.551103: cgroup_fork <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551104: sched_fork <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551106: preempt_count_add <-sched_fork
       ftrace.sh-2233  [000] ....1.. 182379.551107: __sched_fork.constprop.26 <-sched_fork
       ftrace.sh-2233  [000] ....1.. 182379.551109: init_dl_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2233  [000] ....1.. 182379.551111: hrtimer_init <-init_dl_task_timer
       ftrace.sh-2233  [000] ....1.. 182379.551112: __hrtimer_init <-hrtimer_init
       ftrace.sh-2233  [000] ....1.. 182379.551115: init_dl_inactive_task_timer <-__sched_fork.constprop.26
       ftrace.sh-2233  [000] ....1.. 182379.551116: hrtimer_init <-init_dl_inactive_task_timer
       ftrace.sh-2233  [000] ....1.. 182379.551117: __hrtimer_init <-hrtimer_init
       ftrace.sh-2233  [000] ....1.. 182379.551119: __dl_clear_params <-__sched_fork.constprop.26
       ftrace.sh-2233  [000] ....1.. 182379.551122: init_entity_runnable_average <-sched_fork
       ftrace.sh-2233  [000] d...1.. 182379.551123: preempt_count_add <-sched_fork
       ftrace.sh-2233  [000] d...2.. 182379.551125: task_fork_fair <-sched_fork
       ftrace.sh-2233  [000] d...2.. 182379.551126: preempt_count_add <-task_fork_fair
       ftrace.sh-2233  [000] d...3.. 182379.551128: update_rq_clock <-task_fork_fair
       ftrace.sh-2233  [000] d...3.. 182379.551130: update_curr <-task_fork_fair
       ftrace.sh-2233  [000] d...3.. 182379.551132: update_min_vruntime <-update_curr
       ftrace.sh-2233  [000] d...3.. 182379.551133: cpuacct_charge <-update_curr
       ftrace.sh-2233  [000] d...3.. 182379.551134: __rcu_read_lock <-cpuacct_charge
       ftrace.sh-2233  [000] d...3.. 182379.551136: __rcu_read_unlock <-cpuacct_charge
       ftrace.sh-2233  [000] d...3.. 182379.551138: sched_slice <-task_fork_fair
       ftrace.sh-2233  [000] d...3.. 182379.551140: __calc_delta <-sched_slice
       ftrace.sh-2233  [000] d...3.. 182379.551142: __calc_delta <-sched_slice
       ftrace.sh-2233  [000] d...3.. 182379.551144: __calc_delta <-sched_slice
       ftrace.sh-2233  [000] d...3.. 182379.551145: preempt_count_sub <-task_fork_fair
       ftrace.sh-2233  [000] ....2.. 182379.551147: preempt_count_sub <-sched_fork
       ftrace.sh-2233  [000] ....1.. 182379.551148: preempt_count_sub <-sched_fork
       ftrace.sh-2233  [000] ....... 182379.551150: __rt_mutex_init <-perf_event_init_task
       ftrace.sh-2233  [000] ....... 182379.551152: __mutex_do_init <-perf_event_init_task
       ftrace.sh-2233  [000] ....... 182379.551154: audit_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551156: security_task_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551158: copy_semundo <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551160: dup_fd <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551161: kmem_cache_alloc <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551164: __rt_mutex_init <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551165: __rt_spin_lock_init <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551166: __init_waitqueue_head <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551168: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2233  [000] ....... 182379.551169: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2233  [000] ....... 182379.551171: rt_spin_lock <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551173: rt_spin_unlock <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551174: alloc_fdtable <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551175: kmem_cache_alloc_trace <-alloc_fdtable
       ftrace.sh-2233  [000] ....... 182379.551177: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2233  [000] ....... 182379.551179: __kmalloc <-kvmalloc_node
       ftrace.sh-2233  [000] ....... 182379.551180: kmalloc_slab <-__kmalloc
       ftrace.sh-2233  [000] ....... 182379.551184: kvmalloc_node <-alloc_fdtable
       ftrace.sh-2233  [000] ....... 182379.551185: __kmalloc <-kvmalloc_node
       ftrace.sh-2233  [000] ....... 182379.551186: kmalloc_slab <-__kmalloc
       ftrace.sh-2233  [000] ....... 182379.551188: rt_spin_lock <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551190: copy_fd_bitmaps <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551202: rt_spin_unlock <-dup_fd
       ftrace.sh-2233  [000] ....... 182379.551204: copy_fs_struct <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551205: kmem_cache_alloc <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551207: __rt_mutex_init <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551208: __rt_spin_lock_init <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551210: rt_spin_lock <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551211: path_get <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551212: mntget <-path_get
       ftrace.sh-2233  [000] ....... 182379.551213: mntget.part.1 <-mntget
       ftrace.sh-2233  [000] ....... 182379.551214: preempt_count_add <-mntget.part.1
       ftrace.sh-2233  [000] ....1.. 182379.551216: preempt_count_sub <-mntget.part.1
       ftrace.sh-2233  [000] ....... 182379.551217: rt_spin_lock <-lockref_get
       ftrace.sh-2233  [000] ....... 182379.551219: rt_spin_unlock <-lockref_get
       ftrace.sh-2233  [000] ....... 182379.551220: path_get <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551221: mntget <-path_get
       ftrace.sh-2233  [000] ....... 182379.551222: mntget.part.1 <-mntget
       ftrace.sh-2233  [000] ....... 182379.551223: preempt_count_add <-mntget.part.1
       ftrace.sh-2233  [000] ....1.. 182379.551225: preempt_count_sub <-mntget.part.1
       ftrace.sh-2233  [000] ....... 182379.551226: rt_spin_lock <-lockref_get
       ftrace.sh-2233  [000] ....... 182379.551228: rt_spin_unlock <-lockref_get
       ftrace.sh-2233  [000] ....... 182379.551229: rt_spin_unlock <-copy_fs_struct
       ftrace.sh-2233  [000] ....... 182379.551230: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551239: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551242: __init_waitqueue_head <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551243: __rt_mutex_init <-__init_waitqueue_head
       ftrace.sh-2233  [000] ....... 182379.551244: __rt_spin_lock_init <-__init_waitqueue_head
       ftrace.sh-2233  [000] ....... 182379.551246: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551247: __rt_spin_lock_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551248: hrtimer_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551249: __hrtimer_init <-hrtimer_init
       ftrace.sh-2233  [000] ....... 182379.551251: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551253: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551255: tty_audit_fork <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551257: sched_autogroup_fork <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551258: __lock_task_sighand <-sched_autogroup_fork
       ftrace.sh-2233  [000] ....... 182379.551260: __rcu_read_lock <-__lock_task_sighand
       ftrace.sh-2233  [000] ....... 182379.551261: rt_spin_lock <-__lock_task_sighand
       ftrace.sh-2233  [000] ....... 182379.551262: __rcu_read_unlock <-__lock_task_sighand
       ftrace.sh-2233  [000] ....... 182379.551264: rt_spin_unlock <-sched_autogroup_fork
       ftrace.sh-2233  [000] ....... 182379.551266: __rt_mutex_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551267: __mutex_do_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551269: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551273: mm_init <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551274: __rt_mutex_init <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551276: __rwsem_init <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551277: __rt_mutex_init <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551278: __rt_spin_lock_init <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551280: __rt_mutex_init <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551281: __rt_spin_lock_init <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551283: pgd_alloc <-mm_init
       ftrace.sh-2233  [000] ....... 182379.551284: __get_free_pages <-pgd_alloc
       ftrace.sh-2233  [000] ....... 182379.551285: __alloc_pages_nodemask <-__get_free_pages
       ftrace.sh-2233  [000] ....... 182379.551287: get_page_from_freelist <-__alloc_pages_nodemask
       ftrace.sh-2233  [000] ....... 182379.551288: __zone_watermark_ok <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551289: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551291: rt_spin_lock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551292: __rmqueue <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551294: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551295: preempt_count_add <-get_page_from_freelist
       ftrace.sh-2233  [000] ....1.. 182379.551297: preempt_count_sub <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551298: rt_spin_unlock <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551299: kernel_poison_pages <-get_page_from_freelist
       ftrace.sh-2233  [000] ....... 182379.551301: page_address <-__get_free_pages
       ftrace.sh-2233  [000] ....... 182379.551337: uprobe_start_dup_mmap <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551338: preempt_count_add <-uprobe_start_dup_mmap
       ftrace.sh-2233  [000] ....1.. 182379.551340: preempt_count_sub <-uprobe_start_dup_mmap
       ftrace.sh-2233  [000] ....... 182379.551341: down_write_killable <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551342: __down_write_killable <-down_write_killable
       ftrace.sh-2233  [000] ....... 182379.551344: __down_write_common <-__down_write_killable
       ftrace.sh-2233  [000] ....... 182379.551345: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2233  [000] d...... 182379.551346: preempt_count_add <-__down_write_common
       ftrace.sh-2233  [000] ....1.. 182379.551348: preempt_count_sub <-__down_write_common
       ftrace.sh-2233  [000] ....... 182379.551349: flush_cache_mm <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551350: uprobe_dup_mmap <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551352: down_write <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551353: __down_write <-down_write
       ftrace.sh-2233  [000] ....... 182379.551354: __down_write_common <-__down_write
       ftrace.sh-2233  [000] ....... 182379.551355: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2233  [000] d...... 182379.551357: preempt_count_add <-__down_write_common
       ftrace.sh-2233  [000] ....1.. 182379.551358: preempt_count_sub <-__down_write_common
       ftrace.sh-2233  [000] ....... 182379.551360: get_mm_exe_file <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551361: __rcu_read_lock <-get_mm_exe_file
       ftrace.sh-2233  [000] ....... 182379.551363: __rcu_read_unlock <-get_mm_exe_file
       ftrace.sh-2233  [000] ....... 182379.551365: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551368: dup_userfaultfd <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551371: anon_vma_fork <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551373: vma_do_get_file <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551375: down_write <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551376: __down_write <-down_write
       ftrace.sh-2233  [000] ....... 182379.551377: __down_write_common <-__down_write
       ftrace.sh-2233  [000] ....... 182379.551378: __rt_mutex_lock_state <-__down_write_common
       ftrace.sh-2233  [000] d...... 182379.551379: preempt_count_add <-__down_write_common
       ftrace.sh-2233  [000] ....1.. 182379.551382: preempt_count_sub <-__down_write_common
       ftrace.sh-2233  [000] ....... 182379.551384: rt_spin_lock <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551385: vma_interval_tree_insert_after <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551388: rt_spin_unlock <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551390: up_write <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551391: __up_write <-up_write
       ftrace.sh-2233  [000] d...... 182379.551392: preempt_count_add <-__up_write
       ftrace.sh-2233  [000] d...1.. 182379.551394: __up_write_unlock <-__up_write
       ftrace.sh-2233  [000] ....1.. 182379.551395: preempt_count_sub <-__up_write_unlock
       ftrace.sh-2233  [000] ....... 182379.551397: __rt_mutex_unlock <-__up_write_unlock
       ftrace.sh-2233  [000] ....... 182379.551399: __vma_link_rb <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551400: vma_gap_update <-__vma_link_rb
       ftrace.sh-2233  [000] ....... 182379.551402: vma_compute_subtree_gap <-vma_gap_update
       ftrace.sh-2233  [000] ....... 182379.551405: copy_page_range <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551408: security_vm_enough_memory_mm <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551410: cap_vm_enough_memory <-security_vm_enough_memory_mm
       ftrace.sh-2233  [000] ....... 182379.551411: cap_capable <-cap_vm_enough_memory
       ftrace.sh-2233  [000] ....... 182379.551413: __vm_enough_memory <-security_vm_enough_memory_mm
       ftrace.sh-2233  [000] ....... 182379.551415: preempt_count_add <-__vm_enough_memory
       ftrace.sh-2233  [000] ....1.. 182379.551416: preempt_count_sub <-__vm_enough_memory
       ftrace.sh-2233  [000] ....... 182379.551419: kmem_cache_alloc <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551421: dup_userfaultfd <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551422: anon_vma_fork <-copy_process.part.5
       ftrace.sh-2233  [000] ....... 182379.551423: anon_vma_clone <-anon_vma_fork
